DATE,STATION,DailyAltimeterSetting,DailyDewPointTemperature,DailyDryBulbTemperature,DailyPrecipitation,DailyPresentWeatherType,DailyPressureChange,DailyPressureTendency,DailyRelativeHumidity,DailySeaLevelPressure,DailySkyConditions,DailyStationPressure,DailyVisibility,DailyWetBulbTemperature,DailyWindDirection,DailyWindGustSpeed,DailyWindSpeed
2023-01-01,72793894274,30.08458333333333,40.0,43,0,FG:2 |FG |,0.00375,4.5,89.0,30.08875,CLR:00,29.74458333333333,10.0,42.0,0,19.75,0.5675675675675675
2023-09-28,72793894274,30.036486486486485,48.0,53,0.00,-RA:02 |RA |RA,0.0099999999999999,5.625,90.0,30.03,FEW:02 7 BKN:07 12 BKN:07 17,29.69648648648649,10.0,52,200,21.77777777777778,6.891891891891892
2023-09-29,72793894274,29.944230769230774,45.0,52,0.00,FG:2 |FG |,0.0075,5.75,77.0,29.940416666666675,CLR:00,29.60423076923077,10.0,49,020,23.0,9.153846153846152
2023-09-30,72793894274,30.044137931034484,45.0,51,0.00,FG:2 |FG |,-0.01875,2.75,83.0,30.045000000000005,CLR:00,29.70413793103448,10.0,48,000,21.5,3.0
2023-10-01,72793894274,30.125769230769222,48.0,46,0.00,FG:2 |FG |,-0.0012499999999999,4.25,93.0,30.113750000000007,CLR:00,29.785769230769237,10.0,45,000,21.5,1.3076923076923077
2023-10-02,72793894274,29.97878787878788,54.0,55,0.02,-RA:02 BR:1 |RA |RA,0.015,4.5,93.0,29.994166666666672,OVC:08 3,29.63878787878788,10.0,54,200,21.5,4.409090909090909
2023-10-03,72793894274,30.170731707317078,52.0,54,0.00,BR:1 ||,-0.03625,2.125,78.0,30.18708333333333,OVC:08 6,29.83073170731707,10.0,53,000,21.5,4.024390243902439
2023-10-04,72793894274,30.337096774193554,51.0,54,0.00,BR:1 ||,-0.005,3.5,90.0,30.334583333333335,CLR:00,29.99709677419355,10.0,52,000,21.5,3.6774193548387095
2023-10-05,72793894274,30.33764705882353,53.0,56,0.00,BR:1 ||,0.01,3.875,93.0,30.32333333333333,CLR:00,29.997647058823528,10.0,54,020,21.5,7.970588235294118
2023-10-06,72793894274,30.146896551724137,54.0,51,0.00,BR:1 ||,0.0312499999999999,7.0,75.0,30.1275,CLR:00,29.80689655172413,10.0,53,000,23.0,3.8620689655172415
2023-10-07,72793894274,29.92125,48.0,50,0.00,FG:2 |FG |,0.01375,5.25,93.0,29.90791666666667,CLR:00,29.58125,10.0,49,000,23.0,1.65625
2023-10-08,72793894274,29.8190625,54.0,56,0.00,-RA:02 |RA |RA,0.02875,6.5,93.0,29.793333333333337,CLR:00,29.4790625,10.0,55,000,23.0,4.375
2023-10-09,72793894274,29.67,52.0,57,0.00,-RA:02 |RA |RA,4.336808689942019e-19,5.25,81.0,29.666249999999994,CLR:00,29.33,10.0,54,000,23.0,5.384615384615385
2023-10-10,72793894274,29.498,49.0,52,T,-RA:02 |RA |RA,0.02375,5.5,86.0,29.499166666666667,OVC:08 55,29.161999999999995,10.0,51,180,22.0,7.633333333333334
2023-10-11,72793894274,29.72714285714285,53.0,55,0.00,-RA:02 |RA |RA,-0.0475,2.5,90.0,29.689166666666665,BKN:07 21 OVC:08 45,29.387380952380948,10.0,54,020,18.5,5.761904761904762
2023-10-12,72793894274,30.021886792452836,51.0,53,0.00,BR:1 ||,0.0025,4.375,93.0,29.999166666666664,CLR:00,29.68188679245283,10.0,52,000,21.0,1.849056603773585
2023-10-13,72793894274,29.82791666666667,48.0,55,0.00,-RA:02 |RA |RA,-0.00125,6.0,90.0,29.82625,CLR:00,29.487916666666667,10.0,56,000,21.0,3.0416666666666665
2023-10-14,72793894274,30.01896551724138,53.0,55,0.00,-RA:02 |RA |RA,-0.02625,2.125,90.0,30.023750000000003,CLR:00,29.678965517241373,10.0,56,000,22.545454545454547,0.5172413793103449
2023-10-15,72793894274,30.040645161290318,52.0,54,0.00,BR:1 ||,0.01875,5.125,93.0,30.07083333333333,CLR:00,29.70064516129033,10.0,53,000,22.545454545454547,1.2258064516129032
2023-10-16,72793894274,29.910166666666655,52.0,53,0.01,BR:1 ||,-0.0057142857142857,3.142857142857143,93.0,29.88941176470588,VV:09 2,29.570166666666665,0.25,52,000,22.545454545454547,6.537037037037037
2023-10-17,72793894274,30.145952380952377,50.0,52,0.00,FG:2 |FG |,-0.0037499999999999,4.75,93.0,30.122000000000003,VV:09 2,29.805952380952384,10.0,50,000,23.0,1.7142857142857142
2023-10-18,72793894274,30.06111111111111,51.0,52,0.00,BR:1 ||,0.01375,5.75,97.0,30.054166666666664,CLR:00,29.721111111111107,10.0,51,180,23.0,4.851851851851852
2023-10-19,72793894274,30.05525,58.0,60,0.00,BR:1 ||,-0.0025,4.5,86.0,30.047916666666666,CLR:00,29.71525,10.0,60,000,23.0,5.925
2023-10-20,72793894274,30.02388888888889,50.0,59,0.00,BR:1 ||,0.01,4.75,93.0,30.01375,CLR:00,29.683888888888887,10.0,58,010,23.0,6.583333333333333
2023-10-21,72793894274,29.90170731707318,50.0,53,0.00,-RA:02 |RA |RA,0.00625,5.375,89.0,29.895416666666662,OVC:08 13,29.561707317073164,10.0,51,010,21.5,4.390243902439025
2023-10-22,72793894274,29.912222222222223,50.0,52,0.00,BR:1 ||,-0.01125,3.0,89.0,29.913750000000004,BKN:07 26,29.572222222222237,10.0,51,000,21.5,3.533333333333333
2023-10-23,72793894274,30.00184210526315,45.0,52,0.00,BR:1 ||,-0.00875,3.5,77.0,30.01333333333332,CLR:00,29.66184210526316,10.0,49,230,21.5,7.736842105263157
2023-10-24,72793894274,29.75763157894737,43.0,47,0.00,-RA:02 |RA |RA,0.0425,6.0,80.0,29.82583333333333,CLR:00,29.417631578947365,10.0,45,VRB,20.857142857142858,7.552631578947368
2023-10-25,72793894274,29.845,40.0,45,0.00,-RA:02 |RA |RA,-0.0525,1.5,89.0,29.880416666666672,CLR:00,29.504999999999995,10.0,42,000,22.0,3.647058823529412
2023-10-26,72793894274,30.224482758620685,37.0,42,0.00,BR:1 ||,-0.0225,3.25,86.0,30.228333333333328,CLR:00,29.88448275862069,10.0,44,000,22.142857142857142,2.827586206896552
2023-10-27,72793894274,30.38458333333333,23.0,43,0.00,BR:1 ||,-0.0212499999999999,2.0,43.0,30.390416666666663,CLR:00,30.044166666666666,10.0,36,030,22.142857142857142,9.416666666666666
2023-10-28,72793894274,30.50916666666667,30.0,42,0.00,BR:1 ||,-0.00375,3.375,62.0,30.516250000000003,CLR:00,30.16541666666667,10.0,39,000,27.157894736842103,3.9166666666666665
2023-10-29,72793894274,30.446410256410243,30.0,34,0.00,BR:1 ||,0.0175,5.75,85.0,30.434166666666663,CLR:00,30.10615384615384,10.0,32,000,27.157894736842103,2.333333333333333
2023-10-30,72793894274,30.3040625,36.0,42,0.00,BR:1 ||,0.0199999999999999,6.375,89.0,30.296666666666667,CLR:00,29.9640625,10.0,46,000,27.157894736842103,3.71875
2023-10-31,72793894274,30.17659574468087,39.0,38,0.00,BR:1 ||,0.0099999999999999,5.25,93.0,30.175,CLR:00,29.83659574468085,0.25,42,000,27.157894736842103,0.5531914893617021
2023-11-01,72793894274,29.99628571428572,46.0,48,T,-RA:02 BR:1 |RA |RA,0.03,6.75,93.0,30.04416666666667,CLR:00,29.656285714285715,10.0,47,000,27.157894736842103,1.1142857142857143
2023-11-02,72793894274,29.89267857142857,56.0,49,0.00,-RA:02 BR:1 |RA |RA,-0.03125,3.75,93.0,29.91125,BKN:07 14 BKN:07 65,29.55267857142857,10.0,57,210,27.157894736842103,8.196428571428571
2023-11-03,72793894274,30.040212765957435,50.0,52,0.00,-RA:02 BR:1 |RA |RA,0.03875,5.875,97.0,30.0425,CLR:00,29.70021276595745,10.0,51,000,23.869565217391305,2.1702127659574466
2023-11-04,72793894274,29.761162790697664,57.0,60,0.00,-RA:02 BR:1 |RA |RA,-0.00125,4.0,90.0,29.772500000000004,CLR:00,29.42116279069767,10.0,59,180,23.869565217391305,9.627906976744184
2023-11-05,72793894274,29.77875,48.0,52,0.00,-RA:02 |RA |RA,0.02375,5.25,89.0,29.776666666666667,CLR:00,29.43875,10.0,50,000,22.4,3.583333333333333
2023-11-06,72793894274,29.597692307692316,48.0,50,T,-RA:02 |RA |RA,-8.673617379884035e-19,3.5,89.0,29.585000000000004,BKN:07 10 OVC:08 15,29.25897435897436,10.0,49,000,22.4,5.717948717948718
2023-11-07,72793894274,30.051578947368416,41.0,50,0.00,BR:1 ||,-0.08,2.0,89.0,30.07958333333333,CLR:00,29.71157894736842,10.0,48,200,23.0,9.052631578947368
2023-11-08,72793894274,30.372187500000003,41.0,44,0.00,BR:1 ||,0.0062499999999999,3.875,83.0,30.395416666666662,CLR:00,30.031875,10.0,43,000,21.0,2.34375
2023-11-09,72793894274,30.12659574468084,41.0,43,0.00,BR:1 ||,0.02625,5.75,93.0,30.102500000000006,VV:09 2,29.786595744680856,10.0,42,000,21.0,4.659574468085107
2023-11-10,72793894274,30.084516129032256,42.0,46,0.00,-RA:02 |RA |RA,0.01625,4.5,86.0,30.07833333333333,BKN:07 7,29.74451612903226,10.0,46,200,22.2,9.451612903225806
2023-11-11,72793894274,29.922432432432423,45.0,48,0.00,-RA:02 |RA |RA,-0.0428571428571428,2.571428571428572,83.0,29.94565217391305,CLR:00,29.58243243243243,10.0,48,200,30.58620689655172,15.18918918918919
2023-11-12,72793894274,29.85785714285714,43.0,48,0.00,-RA:02 |RA |RA,0.04375,6.875,86.0,29.88125,CLR:00,29.517857142857142,10.0,47,000,18.0,3.4642857142857144
2023-11-13,72793894274,30.02965517241379,46.0,49,0.00,-RA:02 |RA |RA,-0.04625,2.0,90.0,30.048749999999995,CLR:00,29.6896551724138,10.0,48,210,17.0,6.142857142857143
2023-11-14,72793894274,30.06205882352941,38.0,41,0.00,BR:1 ||,0.0225,7.125,89.0,30.055833333333336,CLR:00,29.72205882352941,10.0,40,000,24.83333333333333,3.333333333333333
2023-11-15,72793894274,29.97382352941176,38.0,43,0.00,BR:1 ||,-0.0114285714285714,2.571428571428572,89.0,29.974444444444444,SCT:04 15,29.633823529411767,10.0,41,000,24.83333333333333,2.7241379310344827
2023-11-16,72793894274,30.107692307692307,36.0,40,0.00,BR:1 ||,-0.01125,3.625,86.0,30.131666666666664,CLR:00,29.767692307692304,10.0,38,010,24.83333333333333,5.368421052631579
2023-11-17,72793894274,30.048222222222236,32.0,36,0.00,BR:1 ||,0.0249999999999999,6.625,86.0,30.021666666666665,CLR:00,29.70822222222221,10.0,34,000,24.83333333333333,0.2888888888888888
2023-11-18,72793894274,29.763,39.0,40,0.00,FG:2 |FG |,0.0275,6.0,93.0,29.72791666666667,VV:09 2,29.423,0.25,39,000,24.83333333333333,2.433333333333333
2023-11-19,72793894274,30.20567567567567,41.0,46,0.00,BR:1 ||,-0.08625,2.25,80.0,30.26708333333333,CLR:00,29.865135135135134,10.0,44,220,26.62962962962963,11.64864864864865
2023-11-20,72793894274,30.436,35.0,40,0.00,BR:1 ||,0.02625,6.25,86.0,30.450416666666666,CLR:00,30.094400000000004,10.0,37,000,19.0,2.72
2023-11-21,72793894274,30.245306122448984,36.0,40,0.00,BR:1 ||,0.0062499999999999,6.375,93.0,30.24,CLR:00,29.905306122448984,10.0,46,000,19.0,1.7755102040816326
2023-11-22,72793894274,30.35536585365854,45.0,48,0.00,BR:1 ||,-0.015,2.75,93.0,30.372916666666665,CLR:00,30.015365853658533,10.0,46,020,19.0,5.390243902439025
2023-11-23,72793894274,30.39677419354838,36.0,44,0.00,HZ:7 |FU |HZ,-2.1684043449710093e-19,4.375,66.0,30.401666666666657,CLR:00,30.05677419354837,10.0,42,020,24.818181818181817,8.064516129032258
2023-11-24,72793894274,30.37846153846154,36.0,42,0.00,HZ:7 |FU |HZ,0.0049999999999999,4.5,82.0,30.387083333333337,CLR:00,30.038461538461533,10.0,40,000,22.666666666666668,3.0384615384615383
2023-11-25,72793894274,30.362340425531904,34.0,36,0.00,BR:1 ||,0.0024999999999999,3.875,93.0,30.36500000000001,CLR:00,30.02234042553192,10.0,35,000,22.666666666666668,0.7021276595744681
2023-11-26,72793894274,30.2495,36.0,37,0.00,FG:2 |FG |,0.015,5.375,89.0,30.25625,VV:09 2,29.9095,0.25,38,000,22.666666666666668,0.85
2023-11-27,72793894274,30.206956521739134,36.0,36,0.00,FG:2 |FG |,0.0,5.125,93.0,30.21416666666667,VV:09 2,29.866956521739112,0.25,35,000,22.666666666666668,1.1304347826086956
2023-11-28,72793894274,30.1775,35.0,37,0.00,BR:1 ||,0.00875,5.25,93.0,30.188333333333333,CLR:00,29.8375,0.25,36,000,22.666666666666668,0.6964285714285714
2023-11-29,72793894274,30.122586206896557,35.0,38,0.00,BR:1 ||,0.015,6.25,93.0,30.1125,OVC:08 6,29.782586206896557,8.0,37,000,22.666666666666668,0.6379310344827587
2023-11-30,72793894274,29.843947368421045,37.0,40,0.00,-RA:02 BR:1 |RA |RA,0.025,5.5,89.0,29.86833333333334,BKN:07 8 OVC:08 14,29.503947368421056,10.0,39,000,22.666666666666668,4.394736842105263
2023-12-01,72793894274,29.71829268292683,42.0,45,0.00,-RA:02 |RA |RA,0.015,4.375,90.0,29.726250000000004,CLR:00,29.378292682926837,10.0,44,200,24.41935483870968,12.21951219512195
2023-12-02,72793894274,29.697352941176472,40.0,46,0.00,RA:02 BR:1 |RA |RA,-0.0162499999999999,3.875,86.0,29.74333333333333,CLR:00,29.357941176470582,10.0,44,190,27.541666666666668,12.441176470588236
2023-12-03,72793894274,29.839487179487172,44.0,50,0.00,-RA:02 BR:1 |RA |RA,-0.01375,5.375,93.0,29.874166666666657,CLR:00,29.499487179487183,10.0,47,000,26.4,6.6923076923076925
2023-12-04,72793894274,29.94477272727273,43.0,46,T,-RA:02 BR:1 |RA |RA,0.0175,4.5,93.0,29.940416666666668,BKN:07 5 OVC:08 10,29.604772727272724,10.0,45,000,24.6,4.227272727272728
2023-12-05,72793894274,29.920571428571428,47.0,49,0.02,-RA:02 BR:1 |RA |RA,-0.00625,3.375,93.0,29.925,OVC:08 65,29.580571428571428,3.0,48,000,24.846153846153847,5.739130434782608
2023-12-06,72793894274,29.785263157894736,47.0,49,T,-RA:02 |RA |RA,0.02375,5.75,93.0,29.782083333333333,OVC:08 3,29.44526315789474,10.0,48,000,20.714285714285715,2.017543859649123
2023-12-07,72793894274,29.85,39.0,46,0.00,-RA:02 |RA |RA,-0.03875,2.25,86.0,29.89,BKN:07 100,29.51,10.0,45,190,20.714285714285715,9.073170731707316
2023-12-08,72793894274,30.315853658536582,37.0,41,0.00,-RA:02 BR:1 |RA |RA,-0.0399999999999999,1.875,86.0,30.34208333333333,CLR:00,29.975853658536582,10.0,39,000,20.2,3.8780487804878048
2023-12-09,72793894274,30.17975,34.0,37,0.00,-RA:02 BR:1 |RA |RA,0.04125,7.125,89.0,30.22125,CLR:00,29.83975,10.0,36,000,20.2,2.0
2023-12-10,72793894274,30.088979591836736,48.0,50,0.00,-RA:02 BR:1 |RA |RA,-0.00375,4.625,93.0,30.099166666666665,BKN:07 5 OVC:08 10,29.74897959183673,10.0,50,210,20.2,5.857142857142857
2023-12-11,72793894274,30.210588235294114,41.0,46,0.00,BR:1 ||,-0.01,2.5,86.0,30.21166666666667,OVC:08 11,29.870588235294115,10.0,45,020,21.0,6.235294117647059
2023-12-12,72793894274,30.19809523809524,39.0,42,0.00,BR:1 ||,0.01,6.0,89.0,30.20708333333333,VV:09 2,29.85809523809523,10.0,41,000,21.0,2.071428571428572
2023-12-13,72793894274,30.08,37.0,39,0.00,BR:1 ||,0.0125,5.125,93.0,30.071249999999992,VV:09 2,29.73941176470588,10.0,38,000,21.0,1.2692307692307692
2023-12-14,72793894274,30.16783783783784,44.0,47,0.00,-RA:02 |RA |RA,-0.025,2.375,90.0,30.170833333333334,FEW:02 6 BKN:07 32 OVC:08 42,29.82764705882353,10.0,46,000,21.0,1.4324324324324325
2023-12-15,72793894274,30.20773584905661,37.0,40,0.00,FG:2 |FG |,0.00375,5.5,93.0,30.212499999999995,VV:09 2,29.866470588235288,0.25,39,000,21.0,0.8679245283018868
2023-12-16,72793894274,30.18159090909091,34.0,38,0.00,FG:2 |FG |,-0.0014285714285714,4.571428571428571,89.0,30.17363636363637,CLR:00,29.841162790697663,10.0,36,000,21.0,1.0909090909090908
2023-12-17,72793894274,30.099400000000006,39.0,41,0.00,BR:1 ||,0.03125,7.625,93.0,30.091666666666665,OVC:08 2,29.7594,10.0,40,000,21.0,3.64
2023-12-18,72793894274,29.73081081081081,41.0,43,0.00,BR:1 ||,0.045,7.25,93.0,29.707916666666662,OVC:08 3,29.391081081081083,6.0,42,000,21.0,1.7027027027027026
2023-12-19,72793894274,29.64735849056603,46.0,49,0.00,BR:1 ||,-0.02625,3.375,93.0,29.604583333333327,CLR:00,29.308867924528307,10.0,48,000,21.0,1.1320754716981132
2023-12-20,72793894274,29.882,42.0,43,0.00,FG:2 |FG |,-0.0225,3.125,93.0,29.92625,VV:09 2,29.542000000000005,0.0,43,000,21.0,0.6
2023-12-21,72793894274,30.00385964912281,41.0,43,0.00,BR:1 ||,0.0075,5.375,93.0,30.009565217391305,OVC:08 2,29.66385964912281,10.0,42,000,21.0,3.280701754385965
2023-12-22,72793894274,30.013529411764708,40.0,44,0.00,-RA:02 |RA |RA,-0.0287499999999999,3.5,85.0,30.031666666666663,CLR:00,29.673529411764704,10.0,44,210,21.0,6.441176470588236
2023-12-23,72793894274,30.267681159420288,35.0,36,0.00,BR:1 ||,-0.00125,4.25,89.0,30.29583333333333,VV:09 2,29.928333333333327,10.0,35,000,23.0,2.231884057971014
2023-12-24,72793894274,30.11836734693878,33.0,35,0.00,BR:1 ||,0.0025,2.75,93.0,30.148333333333337,VV:09 2,29.77744680851064,10.0,34,000,23.0,2.26530612244898
2023-12-25,72793894274,30.015238095238093,41.0,43,0.00,-RA:02 BR:1 |RA |RA,0.0325,6.125,93.0,30.032916666666665,OVC:08 33,29.675238095238097,2.0,42,000,23.0,2.261904761904762
2023-12-26,72793894274,30.08,44.0,48,0.00,-RA:02 BR:1 |RA |RA,0.0062499999999999,4.375,86.0,30.052916666666665,CLR:00,29.73774193548387,10.0,47,000,20.0,4.4375
2023-12-27,72793894274,29.804166666666664,44.0,49,0.00,-RA:02 |RA |RA,-0.0024999999999999,4.875,83.0,29.80583333333333,BKN:07 100 BKN:07 120,29.46416666666667,10.0,45,000,21.0,3.375
2023-12-28,72793894274,30.054583333333337,45.0,50,0.00,-RA:02 |RA |RA,-0.01625,4.5,83.0,30.055833333333336,OVC:08 65,29.714583333333334,10.0,48,000,18.0,2.833333333333333
2023-12-29,72793894274,29.8275,42.0,53,0.00,-RA:02 |RA |RA,0.025,5.125,69.0,29.826666666666664,CLR:00,29.4875,10.0,49,000,18.0,3.4166666666666665
2023-12-30,72793894274,29.985,46.0,49,0.00,-RA:02 |RA |RA,-0.035,2.25,90.0,29.97083333333333,CLR:00,29.645,10.0,48,180,22.0,3.9166666666666665
2023-12-31,72793894274,30.17435483870968,39.0,41,0.00,BR:1 ||,-0.01375,2.75,93.0,30.182500000000005,VV:09 2,29.83372881355932,10.0,40,000,22.0,1.564516129032258
2024-01-01,72793894274,30.195409836065565,39.0,41.0,T,|FG |,0.01125,6.875,93.0,30.192916666666665,2,29.428571428571423,2.0,40.0,000,22.0,1.2622950819672132
2024-01-02,72793894274,29.990377358490576,37.0,39.0,T,|RA |,0.025,5.5,93.0,29.964583333333323,2,29.428571428571423,10.0,40.0,000,22.0,1.3773584905660377
2024-01-03,72793894274,29.98825396825396,43.0,46.0,T,|FG |,-0.0225,1.375,93.0,30.006666666666664,2,29.428571428571423,10.0,40.0,000,22.0,4.253968253968254
2024-01-04,72793894274,30.15121212121212,41.0,44.0,0.01,|RA |,-0.01625,3.0,86.0,30.15041666666667,BKN:07 6 OVC:08 15,29.428571428571423,10.0,40.0,230,22.5,6.575757575757576
2024-01-05,72793894274,30.14538461538461,40.0,45.0,0.01,|RA |,0.035,4.75,83.0,30.15958333333333,BKN:07 6 OVC:08 15,29.428571428571423,10.0,40.0,200,27.22222222222222,13.538461538461538
2024-01-06,72793894274,29.768571428571438,38.0,41.0,0.00,-RA:02 |RA |RA,-0.00125,3.625,89.0,29.786249999999995,BKN:07 6 OVC:08 15,29.428571428571423,10.0,40.0,000,28.444444444444443,7.047619047619048
2024-01-07,72793894274,30.05755102040817,36.0,39.0,0.00,BR:1 ||,-0.03,2.25,89.0,30.06833333333333,BKN:07 6 BKN:07 21 OVC:08 36,29.71625,10.0,38.0,000,34.916666666666664,0.6326530612244898
2024-01-08,72793894274,29.91852459016393,36.0,39.0,0.01,-RA:02 BR:1 |RA |RA,0.0475,5.75,89.0,29.95,OVC:08 23,29.574833333333338,10.0,38.0,000,34.916666666666664,6.459016393442623
2024-01-09,72793894274,29.6245,38.0,43.0,0.00,-RA:02 |RA |RA,0.0075,3.375,82.0,29.637083333333337,SCT:04 21,29.2845,10.0,41.0,210,31.26315789473684,16.15
2024-01-10,72793894274,29.703921568627447,34.0,37.0,0.00,-RA:02 |RA |RA,-0.03125,1.625,89.0,29.709166666666665,OVC:08 10,29.36392156862745,10.0,36.0,210,21.75,6.725490196078432
2024-01-11,72793894274,29.83314285714286,35.0,39.0,0.00,-SN:03 |SN |,-0.00875,4.375,73.0,29.837916666666672,CLR:00,29.493142857142857,10.0,37.0,240,22.19047619047619,9.787878787878787
2024-01-12,72793894274,30.187083333333334,7.0,19.0,0.00,UP:09 BR:1 ||,-0.04,2.5,52.0,30.20583333333333,CLR:00,29.84708333333333,10.0,16.0,020,24.43478260869565,13.5
2024-01-13,72793894274,29.934583333333336,2.0,18.0,0.00,UP:09 BR:1 ||,0.04125,5.75,47.0,29.957916666666662,CLR:00,29.594583333333333,10.0,14.0,020,21.307692307692307,9.291666666666666
2024-01-14,72793894274,30.1975,14.0,27.0,0.00,UP:09 BR:1 ||,-0.04875,1.75,51.0,30.21708333333333,CLR:00,29.8575,10.0,24.0,000,24.272727272727277,2.833333333333333
2024-01-15,72793894274,30.330416666666668,12.0,28.0,0.00,UP:09 BR:1 ||,0.00625,4.375,45.0,30.344166666666663,CLR:00,29.990416666666665,10.0,23.0,030,24.272727272727277,5.666666666666667
2024-01-16,72793894274,29.828048780487805,29.0,32.0,0.00,UP:09 BR:1 ||,0.0675,7.25,88.0,29.945416666666663,CLR:00,29.488048780487805,10.0,30.0,000,24.272727272727277,1.1219512195121952
2024-01-17,72793894274,29.600625,30.0,33.0,0.00,BR:1 ||,-0.03625,4.625,89.0,29.65416666666667,OVC:08 3,29.26453125,10.0,32.0,000,24.272727272727277,4.140625
2024-01-18,72793894274,30.05847826086956,34.0,37.0,0.03,-RA:02 BR:1 |RA |RA,-0.0125,2.375,93.0,30.07291666666666,FEW:02 6 BKN:07 46 OVC:08 55,29.71847826086957,10.0,37.0,020,21.0,6.478260869565218
2024-01-19,72793894274,29.866216216216216,37.0,39.0,0.00,BR:1 ||,0.035,6.625,89.0,29.89958333333333,CLR:00,29.526216216216216,10.0,39.0,000,21.0,1.5405405405405406
2024-01-20,72793894274,29.600377358490565,37.0,39.0,0.00,BR:1 ||,0.03125,6.125,93.0,29.574583333333333,OVC:08 3,29.260943396226423,10.0,38.0,000,21.0,1.5471698113207548
2024-01-21,72793894274,29.48878787878788,44.0,46.0,0.02,-RA:02 |RA |RA,0.0025,3.625,93.0,29.49333333333334,BKN:07 41 OVC:08 50,29.1539393939394,10.0,45.0,000,21.0,1.6
2024-01-22,72793894274,29.566190476190474,48.0,50.0,0.03,-RA:02 BR:1 |RA |RA,-0.02875,3.0,93.0,29.561666666666667,BKN:07 100,29.22761904761905,10.0,49.0,210,21.0,6.404761904761905
2024-01-23,72793894274,29.86565217391305,46.0,48.0,0.00,-RA:02 BR:1 |RA |RA,-0.01875,2.625,93.0,29.881666666666664,OVC:08 2,29.525652173913038,10.0,47.0,210,22.33333333333333,4.978260869565218
2024-01-24,72793894274,29.769166666666663,43.0,45.0,0.01,-RA:02 |RA |RA,0.0024999999999999,3.875,86.0,29.78375,CLR:00,29.42916666666666,10.0,44.0,000,22.33333333333333,3.6857142857142855
2024-01-25,72793894274,30.0728125,45.0,48.0,0.00,-RA:02 |RA |RA,-0.0375,2.0,86.0,30.055833333333336,BKN:07 26 OVC:08 38,29.7328125,10.0,47.0,200,21.33333333333333,8.34375
2024-01-26,72793894274,30.07166666666666,45.0,47.0,0.00,-RA:02 BR:1 |RA |RA,0.0162499999999999,5.25,93.0,30.089583333333334,CLR:00,29.73166666666667,10.0,46.0,000,21.428571428571427,0.7777777777777778
2024-01-27,72793894274,30.02739130434782,47.0,49.0,0.01,-RA:02 BR:1 |RA |RA,-6.505213034913028e-19,4.125,93.0,30.03416666666666,OVC:08 29,29.687391304347837,10.0,48.0,000,21.428571428571427,5.391304347826087
2024-01-28,72793894274,30.079318181818177,54.0,56.0,0.01,-RA:02 |RA |RA,-0.0012499999999999,4.75,93.0,30.082083333333333,BKN:07 1 OVC:08 120,29.73931818181818,10.0,54.0,000,19.8,3.3181818181818183
2024-01-29,72793894274,30.01814814814815,48.0,51.0,0.00,BR:1 ||,0.01,5.625,93.0,29.9825,CLR:00,29.67814814814815,10.0,52.0,000,27.0,0.9444444444444444
2024-01-30,72793894274,29.83666666666667,48.0,55.0,0.00,-RA:02 |RA |RA,0.0537499999999999,6.25,83.0,29.83458333333333,OVC:08 75,29.496666666666663,10.0,51.0,000,27.0,2.75
2024-01-31,72793894274,29.460270270270275,49.0,51.0,T,-RA:02 |RA |RA,0.01375,5.875,93.0,29.47000000000001,OVC:08 80,29.1245945945946,10.0,50.0,000,27.0,2.108108108108108
2024-02-01,72793894274,29.485416666666666,48.0,51.0,0.00,-RA:02 |RA |RA,-0.0137499999999999,3.125,89.0,29.485833333333336,OVC:08 70,29.15083333333333,10.0,49.0,000,27.0,0.5454545454545454
2024-02-02,72793894274,29.71125,37.0,49.0,0.00,FG:2 |FG |,-0.0375,2.125,77.0,29.7125,CLR:00,29.37125,10.0,46.0,210,27.0,6.222222222222222
2024-02-03,72793894274,29.99044444444444,36.0,36.0,0.00,FG:2 |FG |,-0.025,1.75,93.0,30.01833333333333,CLR:00,29.65044444444445,10.0,39.0,000,27.0,0.4545454545454545
2024-02-04,72793894274,29.891666666666666,40.0,43.0,0.00,-RA:02 |RA |RA,0.055,7.25,89.0,29.844166666666663,CLR:00,29.551666666666662,10.0,42.0,020,27.0,10.27777777777778
2024-02-05,72793894274,29.63828571428572,40.0,43.0,T,-RA:02 |RA |RA,-0.0125,3.0,89.0,29.617500000000003,OVC:08 80,29.299142857142854,10.0,42.0,020,25.625,9.342857142857143
2024-02-06,72793894274,29.76553571428571,39.0,41.0,0.00,-RA:02 BR:1 |RA |RA,0.00375,3.875,93.0,29.76458333333333,BKN:07 33 BKN:07 46 OVC:08 55,29.42553571428571,10.0,40.0,000,26.214285714285715,1.2857142857142858
2024-02-07,72793894274,29.76232558139535,39.0,41.0,0.00,-RA:02 |RA |RA,-0.01625,3.25,89.0,29.764166666666664,OVC:08 65,29.422325581395345,10.0,43.0,000,26.214285714285715,1.302325581395349
2024-02-08,72793894274,29.98692307692307,38.0,41.0,0.00,-RA:02 |RA |RA,-0.02125,1.375,89.0,29.99416666666666,OVC:08 16,29.64692307692308,10.0,40.0,000,26.214285714285715,3.1538461538461537
2024-02-09,72793894274,30.15833333333333,37.0,41.0,0.00,-RA:02 |RA |RA,-0.0225,2.125,86.0,30.17875,CLR:00,29.81833333333333,10.0,40.0,000,26.214285714285715,1.5952380952380951
2024-02-10,72793894274,30.2136,36.0,37.0,0.00,-RA:02 |RA |RA,0.015,4.125,89.0,30.21875,CLR:00,29.8736,10.0,43.0,000,26.214285714285715,1.125
